1438,454,127,17,194,120,103.3833333,0.608333333,0,0.358333333,0.033333333,0,0,0,0.016666667,0.075,0.075,0.1,0,0.15,0.116666667,0.1,0.133333333,0.083333333,0.033333333,0.033333333,0.025,0.016666667,0.041666667,0,0,0,0,0,0,0.016666667,50.31666667,0.366666667,1,0,0,1,0,0,1,0,0.118656,0.199709,0.576866,0.471045,0.118359,0.564148,255,255,255,8,6,6,248,248,248,250,236,18,30,30,30,0.708333333,0.225,9.643833333,7.658333333,8.158083333,0.008333333,0,0,0.016666667,0.116666667,0.006233333,0.007691667,0.006966667,0.007341667,0.019333333,0.007075,0.005033333,0.004391667,0.490283333,0.00745,0.001508333,0.006991667,0.010958333,0.008691667,0.001425,0.003783333,0.002058333,0.002925,0.003533333,0.006766667,0.005416667,0.002091667,0.124658333,0.001566667,0.002025,0,0,0,0,0,0,0,0,0,0.008333333,0
44190,715,593,40,8238,608,74.58552632,0.233552632,0.741776316,0,0.024671053,0.009868421,0.039473684,0.034539474,0.03125,0.032894737,0.021381579,0.046052632,0.046052632,0.037828947,0.074013158,0.047697368,0.050986842,0.083881579,0.064144737,0.105263158,0.065789474,0.087171053,0.050986842,0.026315789,0.032894737,0.001644737,0.004934211,0.001644737,0.003289474,0.129934211,1206.055921,0.416118421,1,0,0,1,0,0,1,0,0.259385,0.311946,0.56369,0.46855,0.006075,0.546675,131,131,132,245,245,245,252,252,252,16,16,18,3,3,5,0.03125,0.049342105,0.758240132,0.628585526,0.688009868,0.008223684,0,0,0.001644737,0,0.011809211,0.011983553,0.018037829,0.030578947,0.025995066,0.004134868,0.014789474,0.014875,0.487388158,0.007060855,0.005805921,0.011105263,0.031386513,0.014427632,0.003480263,0.012664474,0.007225329,5.67E-04,0.005802632,0.015393092,0.018159539,0.006917763,0.117445724,0.006996711,0.00840625,0,0.001644737,0,0,0,0,0,0,0,0,0
252,13,38,1,6,23,136.4347826,1,0,0,0,0,0,0,0,0,0,0.913043478,0.086956522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086956522,1,0,1,0,0,0,0,1,0.147576,0.201884,0.519898,0.436151,0.102745,0.463547,5,3,3,41,37,37,133,95,98,243,240,240,253,253,253,0.652173913,1.173913043,16.6026087,15.65434783,15.4226087,0,0,0,0.173913043,0.043478261,0.022130435,0.024043478,0.010173913,0.00226087,0.008304348,0.008304348,0.003130435,0.016565217,0.073695652,0.019869565,0.003826087,0.019434783,0.007347826,0.011608696,0.007391304,0.013608696,0.010391304,0.01973913,0.005,0.004608696,0.012913043,0.007391304,0.042913043,0.001043478,0,0,0,0,0,0.043478261,0,0,0,0,0,1
10281,1000,300,1,19,14,87.5,0,0.928571429,0,0.071428571,0,0,0,0,0,0,0,0.071428571,0.285714286,0,0,0.5,0.071428571,0,0,0.071428571,0,0,0,0,0,0,0,0,0.357142857,0.142857143,0,1,0,0,1,0,0,1,0,0.0539231,0.0886452,0.422991,0.435326,0.135399,0.387209,240,242,243,254,254,254,219,238,224,3,3,3,26,26,26,0.5,0.428571429,6.691428571,5.622142857,5.897857143,0.5,0,0.071428571,0.142857143,0,0.004428571,0.003071429,0.0025,0.001,0.001285714,5.71E-04,0.001285714,0.015,0.323928571,0.005285714,8.57E-04,0.009142857,0.011142857,0.018142857,0.002357143,0.013642857,0.006642857,0.005928571,0.003,0.001071429,0.006,0.002642857,0.099071429,0,0.0065,0,0.071428571,0,0,0,0,0,0,0,0,0
18572,203,450,9,2605,378,92.03439153,0.341269841,0.658730159,0,0,0.108465608,0.08994709,0.12962963,0.066137566,0.005291005,0.018518519,0,0,0,0,0,0,0.013227513,0.021164021,0.031746032,0.103174603,0.026455026,0.034391534,0.031746032,0.060846561,0.03968254,0.018518519,0.082010582,0.119047619,0.354497354,0.85978836,0.105820106,1,0,0,1,0,0,1,0,0.840281,0.240023,0.592428,0.413632,0.038559,0.544844,252,2,1,146,6,8,69,4,5,24,2,3,7,1,1,0.394179894,0.849206349,7.113783069,6.528730159,6.543730159,0.002645503,0,0.002645503,0.052910053,0.071428571,0.021830688,0.015674603,0.016740741,0.007854497,0.014222222,0.007031746,0.009492063,0.009730159,0.081936508,0.020939153,0.002791005,0.017973545,0.018431217,0.010650794,0.003283069,0.010063492,0.005489418,0.010246032,0.003439153,0.012862434,0.013354497,0.007883598,0.068232804,0.002111111,0.011222222,0,0.010582011,0.005291005,0,0,0,0,0,0,0,1
48816,1316,612,3,6702,12,95.16666667,0,0,0.833333333,0.166666667,0,0,0,0,0,0,0,0.5,0.25,0,0,0.166666667,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0.25,7.25,0.166666667,1,0,0,0,1,0,1,0,0.244636,0.265653,0.387496,0.402909,0.391822,0.340356,208,187,170,211,203,199,200,188,183,55,47,42,12,11,11,0.083333333,0.583333333,5.183333333,4.3225,4.275833333,0.166666667,0,0,0.5,0,0.014333333,0.017666667,0.033916667,0.0195,0.020333333,0.006083333,0.01225,0.024333333,0.320666667,0.022583333,0.0045,0.012416667,0.02675,0.01725,0.00175,0.022333333,0.005666667,0.013,0.01775,0.023083333,0.021666667,0.0065,0.098333333,0.0045,0.00525,0,0,0,0,0,0,0,0,0,0,0
368,90,218,1,731,11,79.36363636,0,1,0,0,0,0,0,0,0,0,0,0.090909091,0,0.272727273,0,0.090909091,0.090909091,0,0,0,0.090909091,0,0.090909091,0.090909091,0.090909091,0.090909091,0,0,0.363636364,2144.272727,0.272727273,1,0,0,0,1,1,0,0,0.0604231,0.0516473,0.572312,0.402647,0.0886688,0.548638,189,185,186,241,237,240,183,178,180,128,124,128,15,14,15,0.818181818,0.727272727,13.23,10.59181818,10.87181818,0.181818182,0,0,0,0,0.016545455,0.014272727,0.016272727,0.021272727,0.043,0.006272727,0.011727273,0.011090909,0.219818182,0.021181818,0.003545455,0.022454545,0.024636364,0.026363636,0.003090909,0.013363636,0.011545455,0.006909091,0.013272727,0.013090909,0.017909091,0.005727273,0.066545455,0.004909091,0.005727273,0,0,0,0,0,0,0,0,0,0,1
2687,730,558,5,1731,508,72.94291339,0.001968504,0.998031496,0,0,0.051181102,0.051181102,0.072834646,0.078740157,0.061023622,0.072834646,0.07480315,0.039370079,0.035433071,0.070866142,0.059055118,0.027559055,0,0,0,0,0,0.013779528,0.023622047,0.031496063,0.057086614,0.05511811,0.072834646,0.051181102,0.468503937,945.0216535,1.293307087,1,0,0,1,0,0,1,0,0.113264,0.167435,0.437168,0.402636,0.426044,0.374175,221,221,220,250,249,249,239,239,239,78,76,75,4,4,4,0.309055118,0.456692913,5.376259843,4.494114173,4.633011811,0.023622047,0.001968504,0.007874016,0.090551181,0.072834646,0.024194882,0.017064961,0.028041339,0.01705315,0.020200787,0.005777559,0.013547244,0.017572835,0.146812992,0.013726378,0.004562992,0.015866142,0.02303937,0.014622047,0.003234252,0.014608268,0.006816929,0.00513189,0.004072835,0.021523622,0.013324803,0.00667126,0.062616142,0.004114173,0.006931102,0,0.007874016,0,0,0,0,0.001968504,0,0,0,0
35778,218,189,11,46389,2731,53.33504211,0.838520688,0.160014647,0,0.001464665,0.112046869,0.090809227,0.092640059,0.089710729,0.052727938,0.069937752,0.045404614,0.064811424,0.032954962,0.016843647,0.00292933,0.005126327,0,0,0,0,0,0,3.66E-04,0.022336141,0.061882094,0.096667887,0.040278286,0.102526547,0.476748444,501.394361,2.307213475,0,0,0,1,0,0,1,0,0.148047,0.203645,0.496044,0.392304,0.247483,0.396389,22,22,22,30,31,30,62,92,42,253,253,253,234,201,179,0.220798242,0.400952032,3.811303552,3.372123764,3.402273892,0.008421824,0.001830831,0.002563164,0.114243867,0.008055657,0.025777005,0.012539729,0.00994654,0.007679605,0.012604907,0.003846943,0.006108385,0.007313072,0.233194068,0.011129989,0.002153057,0.011607104,0.01329989,0.007071402,0.002379348,0.007148663,0.003873673,0.004667521,0.002453314,0.013117173,0.007154522,0.005742219,0.076985353,0.002075064,0.004455145,0,0.00878799,7.32E-04,0,0,0,0.003661662,3.66E-04,0,0.015012816,0
227,6,15,0,147,34,82.02941176,0,0.529411765,0,0.470588235,0,0,0,0,0.029411765,0,0.029411765,0.088235294,0.264705882,0,0,0.058823529,0,0,0,0,0,0.088235294,0.029411765,0.058823529,0,0.264705882,0.058823529,0.029411765,0.117647059,297.2058824,0.088235294,1,0,0,1,0,0,0,1,0.00264201,0.00526575,0.592855,0.390832,0,0.6342,230,230,230,6,6,6,212,212,212,37,37,37,161,160,160,0.441176471,0.705882353,8.409705882,7.441764706,7.368235294,0,0,0,0.470588235,0.029411765,0.044852941,0.023970588,0.010823529,0.011617647,0.025617647,0.010264706,0.010617647,0.009176471,0.159147059,0.016264706,0.005411765,0.018294118,0.029088235,0.007764706,0.003294118,0.011588235,0.006558824,0.010323529,0.004823529,0.016411765,0.008970588,0.007764706,0.084147059,0.003029412,0.002764706,0,0,0.058823529,0,0,0,0,0,0.029411765,0,0
